user_id,time_of_day,country,device_type,failed_logins_last_hour,action_type,is_vpn,typing_speed,label
44,19,KSA,mobile,1,update_mobile,0,4.099014449487258,0
162,5,Unknown,mobile,1,view,0,3.4775852716224906,0
202,9,KSA,mobile,2,renew_passport,1,3.4331866821976607,1
270,20,KSA,mobile,0,pay,0,4.810913772615696,0
271,9,KSA,desktop,0,update_mobile,0,3.3462579701930326,0
215,12,KSA,mobile,1,view,0,4.915402970484937,0
252,16,KSA,mobile,0,update_mobile,1,5.222711792831931,0
190,8,KSA,desktop,2,pay,0,2.33128613765387,0
296,16,KSA,mobile,1,renew_passport,0,5.132926387301035,0
213,23,KSA,mobile,0,pay,0,6.0604226984446985,0
208,8,KSA,desktop,0,renew_passport,0,4.252003761201928,0
237,8,KSA,mobile,0,renew_passport,0,4.5990841852948225,0
53,0,KSA,mobile,1,renew_passport,0,5.037005324369159,0
280,1,KSA,mobile,1,update_mobile,0,3.724517684820978,0
217,15,HighRiskCountry,mobile,1,pay,0,4.1822802235378695,0
252,0,Unknown,desktop,1,update_mobile,0,2.6858004703768907,0
188,9,Unknown,mobile,0,pay,0,4.138635028530451,0
41,17,Unknown,mobile,0,view,0,4.498111995644542,0
157,7,HighRiskCountry,mobile,0,view,1,4.516163022926469,0
15,20,KSA,mobile,1,pay,0,5.06542472359758,0
65,10,KSA,desktop,1,pay,0,3.225197821864471,0
9,22,KSA,mobile,0,pay,1,3.4673932433265033,0
129,1,KSA,mobile,2,pay,0,5.895507345991355,0
136,7,KSA,mobile,0,renew_passport,0,3.8496716262362902,0
63,21,KSA,mobile,0,update_mobile,0,4.200033787312328,0
139,7,KSA,desktop,0,renew_passport,0,3.932989958274779,0
81,16,KSA,mobile,1,update_mobile,0,3.1783191736949776,0
163,14,HighRiskCountry,mobile,0,update_mobile,0,5.623529210891807,0
289,16,KSA,mobile,1,update_mobile,0,3.4722985880793944,0
261,22,KSA,desktop,0,renew_passport,0,2.87271447629307,0
231,23,KSA,mobile,0,pay,0,3.5492597226972484,0
41,12,KSA,desktop,0,renew_passport,0,1.9982939982744665,0
28,18,Unknown,mobile,0,renew_passport,0,3.3487125350168183,0
135,4,KSA,desktop,0,update_mobile,0,3.031871402147673,0
201,11,KSA,mobile,0,view,0,4.617428630927324,0
268,0,KSA,mobile,0,view,1,3.3265857604401274,0
33,22,KSA,mobile,1,renew_passport,0,4.887803935578848,0
48,4,KSA,mobile,0,update_mobile,0,5.398483993069322,0
62,7,KSA,desktop,3,renew_passport,0,4.781175336287599,1
216,12,KSA,desktop,0,renew_passport,0,3.7846117111399233,0
293,7,KSA,mobile,0,pay,0,4.141114496705593,0
99,22,KSA,mobile,0,update_mobile,0,2.4750150598559406,0
172,10,HighRiskCountry,mobile,1,view,0,3.8662206274787603,0
214,0,KSA,desktop,0,view,0,3.139561531933167,0
35,12,Unknown,mobile,0,view,1,4.694326381149299,0
227,18,KSA,mobile,0,renew_passport,0,6.572752389244474,0
101,23,KSA,mobile,1,update_mobile,0,4.4998216359738095,0
131,2,KSA,mobile,0,pay,0,2.0088598510453335,0
257,23,KSA,mobile,0,view,0,3.638769807085627,0
5,16,KSA,mobile,0,update_mobile,0,4.122490925374454,0
218,4,KSA,mobile,0,view,1,4.087357425260263,0
255,19,KSA,desktop,1,pay,0,3.269186874391247,0
283,20,HighRiskCountry,mobile,3,update_mobile,0,4.245291742636935,1
207,7,KSA,mobile,0,renew_passport,0,2.7574991630806127,0
15,13,KSA,mobile,0,renew_passport,1,3.055091277314933,1
42,3,KSA,desktop,0,view,0,4.6457976416037114,0
179,10,KSA,mobile,3,view,0,2.984336769120174,1
63,19,KSA,mobile,1,update_mobile,0,4.538211605492258,0
231,14,KSA,mobile,0,pay,0,2.630536225343942,0
241,18,KSA,mobile,0,view,0,5.764825883791736,0
52,6,KSA,mobile,0,update_mobile,0,3.225730077595945,0
96,18,KSA,desktop,0,pay,0,3.7763334281965557,0
222,18,KSA,desktop,0,view,0,4.330613261090406,0
231,10,Unknown,mobile,0,view,1,3.4346500474989057,0
237,4,Unknown,mobile,1,update_mobile,0,4.143405961071305,0
143,4,KSA,desktop,1,view,0,4.575356724520126,0
171,21,KSA,mobile,2,renew_passport,0,4.960613232503485,0
29,7,KSA,desktop,0,pay,0,4.791497435972957,0
36,9,KSA,mobile,0,pay,0,3.828189536197326,0
13,5,KSA,desktop,0,renew_passport,0,3.8533682259563977,0
160,14,KSA,desktop,1,update_mobile,0,6.349108558025033,0
187,15,KSA,desktop,0,renew_passport,0,4.949889068249292,0
243,16,KSA,mobile,3,renew_passport,0,3.0781763436797864,1
86,7,KSA,mobile,1,pay,0,4.099988163765552,0
284,7,Unknown,desktop,0,update_mobile,0,3.6648568612218075,0
66,8,KSA,mobile,0,view,0,3.8646657660768904,0
170,1,KSA,mobile,0,renew_passport,0,2.770504842291912,0
45,14,HighRiskCountry,desktop,1,renew_passport,0,3.588076765614047,0
62,17,HighRiskCountry,desktop,0,update_mobile,0,5.811555773193913,0
134,2,KSA,desktop,0,renew_passport,0,4.579076300875503,0
284,16,KSA,mobile,1,update_mobile,1,1.5088385918485399,0
28,3,KSA,desktop,1,view,0,5.216723492497946,0
108,3,HighRiskCountry,desktop,0,update_mobile,0,5.089629522909162,0
44,13,Unknown,mobile,0,view,0,3.6407146956935836,0
286,8,KSA,mobile,0,update_mobile,0,4.717263543783215,0
128,8,KSA,mobile,0,renew_passport,0,3.140600789182799,0
231,22,KSA,mobile,0,view,0,3.529744283733643,0
190,17,KSA,desktop,2,renew_passport,0,5.498546360669854,0
225,9,KSA,mobile,0,view,0,3.7282699601302918,0
283,20,Unknown,desktop,1,update_mobile,0,2.130268338045009,0
121,3,KSA,desktop,0,update_mobile,0,3.936696777218663,0
116,11,Unknown,mobile,1,update_mobile,0,3.921411607085643,0
233,7,Unknown,desktop,0,pay,0,5.19836856937346,0
259,1,KSA,mobile,0,pay,0,4.01433642217576,0
198,21,KSA,desktop,0,view,0,3.5784176885597074,0
137,12,KSA,mobile,1,pay,0,5.0450561452312055,0
165,20,KSA,desktop,0,update_mobile,0,4.12079023250111,0
225,15,KSA,mobile,0,pay,0,3.249977318434283,0
234,1,KSA,mobile,0,pay,0,5.154997560541617,0
172,10,KSA,desktop,2,renew_passport,0,4.193661764516799,0
152,9,KSA,mobile,0,view,0,4.002925966679438,0
160,14,KSA,mobile,0,view,0,4.177908391411655,0
96,16,KSA,mobile,0,view,0,2.929331628583403,0
233,7,KSA,desktop,0,pay,1,3.4723462238216625,0
180,17,KSA,mobile,1,update_mobile,0,4.003582601832783,0
113,22,KSA,mobile,0,renew_passport,1,3.80533630497532,1
52,8,KSA,mobile,0,view,0,5.272428382816596,0
268,7,KSA,mobile,1,pay,0,4.217405852727003,0
295,13,KSA,mobile,0,update_mobile,0,4.854903922636402,0
113,17,KSA,mobile,0,renew_passport,0,4.009395354575849,0
101,21,KSA,mobile,1,renew_passport,0,5.056288483746123,0
113,19,Unknown,mobile,2,view,0,4.397527756573154,0
81,19,KSA,mobile,1,view,0,4.01342048538846,0
187,20,KSA,desktop,1,update_mobile,0,3.9867169110409804,0
113,11,KSA,mobile,0,pay,0,3.045561373709037,0
2,18,KSA,mobile,0,update_mobile,0,4.506915720136311,0
130,13,KSA,mobile,0,view,0,3.959795265463621,0
220,16,KSA,mobile,1,update_mobile,0,3.4980080398187954,0
54,23,KSA,desktop,1,pay,0,5.106461770812071,0
224,20,KSA,mobile,1,renew_passport,0,2.749783974105199,0
225,2,KSA,mobile,0,renew_passport,1,3.577504104567566,1
126,22,KSA,mobile,0,renew_passport,0,5.027718748779534,0
130,6,KSA,mobile,1,renew_passport,0,4.315522940920253,0
53,16,HighRiskCountry,mobile,0,view,0,3.9521410723472425,0
172,11,KSA,mobile,0,view,0,4.251003543150147,0
218,8,KSA,mobile,1,pay,0,4.179414171048841,0
160,14,KSA,desktop,0,pay,0,2.4833374537140784,0
198,17,KSA,mobile,0,pay,0,3.6507381146520386,0
247,20,KSA,mobile,2,pay,0,5.616521654513749,0
203,12,KSA,desktop,0,update_mobile,0,3.3406758652228326,0
184,20,KSA,desktop,0,pay,0,3.681698985895666,0
123,7,KSA,mobile,0,renew_passport,0,3.4583792366908126,0
255,13,KSA,desktop,0,renew_passport,0,3.9129847766818626,0
294,7,KSA,desktop,1,renew_passport,0,3.416877168675702,0
280,13,Unknown,mobile,1,update_mobile,0,4.48674150215806,0
98,6,KSA,mobile,1,pay,0,4.197313412290266,0
198,22,KSA,mobile,0,renew_passport,1,4.773547615107018,1
240,11,KSA,desktop,0,renew_passport,0,2.9490588338110397,0
144,10,KSA,mobile,0,renew_passport,1,3.6596595171170967,1
97,21,KSA,mobile,0,renew_passport,0,3.7742773683878648,0
201,21,KSA,desktop,2,view,0,4.4556469100885945,0
124,10,KSA,mobile,0,pay,1,3.2067788027929653,0
187,21,KSA,mobile,0,pay,0,4.915653804258344,0
259,12,KSA,mobile,0,update_mobile,0,5.186415590517608,0
148,17,KSA,mobile,0,view,0,3.011127652364416,0
252,1,Unknown,desktop,3,update_mobile,1,3.509127105106434,1
147,20,KSA,mobile,2,renew_passport,0,3.468068491707908,0
148,14,KSA,desktop,0,update_mobile,0,6.632386204677498,0
199,19,KSA,mobile,1,renew_passport,0,3.570099894792113,0
128,17,KSA,mobile,0,renew_passport,1,5.677625442156135,1
39,14,KSA,desktop,0,pay,0,2.73336800489339,0
129,18,KSA,mobile,0,pay,0,3.0103490338356367,0
267,22,KSA,mobile,0,pay,0,3.313395468151799,0
151,23,KSA,mobile,2,pay,0,3.1543106885534775,0
298,11,KSA,desktop,0,pay,0,3.7321012658415014,0
99,12,KSA,mobile,0,view,0,3.291221797278502,0
263,21,KSA,mobile,0,pay,0,3.1806584072654265,0
252,10,KSA,mobile,0,update_mobile,0,5.158471996473327,0
144,4,KSA,mobile,0,renew_passport,0,5.223793622513165,0
112,0,KSA,desktop,0,pay,0,4.949296498375316,0
60,23,Unknown,mobile,0,view,0,4.523998955584328,1
2,2,Unknown,mobile,0,update_mobile,0,4.092743065779552,0
254,21,Unknown,mobile,0,update_mobile,0,3.5029693093340915,0
140,18,KSA,mobile,0,renew_passport,1,3.046842495244908,1
37,22,KSA,desktop,1,update_mobile,0,4.362995703432688,0
160,6,KSA,mobile,1,update_mobile,0,2.826369607453202,0
9,11,KSA,desktop,0,update_mobile,0,3.006079070824607,0
233,14,KSA,mobile,1,update_mobile,0,5.15291325620481,0
99,4,Unknown,mobile,0,view,1,5.900649041722087,0
147,14,Unknown,desktop,1,renew_passport,1,4.393295138166481,1
208,7,KSA,mobile,1,pay,0,5.106457152294644,0
131,9,KSA,desktop,0,update_mobile,0,3.754151682556017,0
152,15,KSA,desktop,0,view,0,2.662325813912316,0
54,7,Unknown,mobile,0,renew_passport,0,4.612171618618584,0
120,0,HighRiskCountry,mobile,2,pay,0,4.5692893232700635,0
161,11,KSA,desktop,0,renew_passport,0,4.071668553880244,0
116,4,KSA,mobile,1,view,0,3.757624541894889,0
75,2,Unknown,mobile,0,view,0,4.962210578581098,0
113,0,KSA,mobile,0,view,0,3.0142669665725257,0
104,3,KSA,mobile,0,update_mobile,0,3.2262194211093425,0
254,7,HighRiskCountry,desktop,2,view,0,2.991893493239572,0
227,2,KSA,mobile,0,pay,0,4.0849729626358275,0
112,9,KSA,mobile,0,update_mobile,0,2.9121069878907417,0
99,1,KSA,mobile,0,renew_passport,0,3.3157578194847566,0
153,10,KSA,mobile,0,pay,0,3.294244437772802,0
194,9,Unknown,mobile,1,update_mobile,0,3.739391667666042,0
163,20,KSA,desktop,0,view,0,2.512625553596023,0
208,13,HighRiskCountry,mobile,0,renew_passport,1,4.087204992037267,1
169,6,KSA,desktop,0,view,0,5.247303650664678,0
161,1,KSA,desktop,0,pay,0,4.135491372316762,0
68,8,KSA,mobile,1,pay,0,5.541321144801321,0
289,15,KSA,mobile,1,update_mobile,1,5.333998185876926,0
277,12,KSA,mobile,0,pay,0,4.777735047247854,0
135,8,KSA,mobile,0,renew_passport,0,4.074685842636885,0
195,19,KSA,desktop,0,update_mobile,0,4.022500388245439,0
128,3,KSA,desktop,0,renew_passport,0,4.76379977236326,0
33,21,KSA,mobile,0,view,0,3.6083293904959675,0
176,9,KSA,mobile,1,renew_passport,0,2.117479248532536,0
22,21,KSA,desktop,0,renew_passport,0,4.49200405410296,0
238,11,KSA,desktop,0,pay,0,2.8689313700650287,0
158,16,KSA,mobile,0,view,0,3.0378587718096153,0
38,13,KSA,mobile,0,pay,0,4.000223947995788,0
230,13,KSA,mobile,0,view,0,3.9048751224465303,0
51,1,KSA,desktop,1,view,0,2.5879243936843697,0
264,20,Unknown,mobile,0,renew_passport,0,4.1654915641331405,0
283,19,KSA,mobile,0,pay,0,4.966139660861049,0
27,10,KSA,mobile,0,renew_passport,0,2.871658429734217,0
226,15,KSA,mobile,1,renew_passport,0,5.272483330848759,0
277,18,KSA,mobile,0,renew_passport,0,2.439829174870056,0
286,22,KSA,desktop,1,view,0,6.117324144370953,0
97,5,KSA,mobile,1,pay,0,3.5887395695165165,0
284,23,KSA,mobile,0,pay,0,4.145616996826892,0
147,18,Unknown,mobile,1,renew_passport,0,2.10796642751433,0
4,4,KSA,mobile,0,view,0,3.9378639335306915,0
35,3,KSA,mobile,0,pay,0,4.228482177718192,0
192,14,KSA,mobile,0,update_mobile,0,3.9138378959005053,0
49,3,KSA,mobile,0,pay,0,3.4369189229476262,0
17,19,KSA,mobile,2,renew_passport,1,3.053435481472185,1
172,9,KSA,mobile,0,update_mobile,0,5.130526619537311,0
220,23,KSA,mobile,0,view,1,4.03080713499795,0
158,21,Unknown,desktop,0,update_mobile,0,5.540752376516773,0
46,2,KSA,desktop,0,update_mobile,0,3.473517645205077,0
6,4,HighRiskCountry,mobile,0,renew_passport,0,3.565205306627783,0
99,5,KSA,mobile,1,pay,0,4.815594244596163,0
233,20,KSA,desktop,0,view,0,2.377025037996436,0
37,21,KSA,mobile,0,update_mobile,0,2.786536639847077,0
280,7,Unknown,desktop,1,renew_passport,0,5.097484971353164,0
181,6,KSA,desktop,1,pay,0,2.8280660707768055,0
95,20,KSA,mobile,1,update_mobile,0,2.1809489846974524,0
99,9,KSA,mobile,1,renew_passport,0,5.868527188073091,0
188,5,KSA,desktop,0,renew_passport,0,2.6061823521257947,0
116,13,KSA,mobile,0,renew_passport,0,4.1841193983281695,0
191,3,KSA,mobile,1,view,1,4.0690851927242715,0
253,12,KSA,mobile,1,pay,0,1.1893716833819163,0
161,19,KSA,mobile,0,update_mobile,0,3.732682976832191,0
256,16,KSA,mobile,0,pay,0,4.44841324947911,0
128,22,KSA,desktop,0,pay,0,4.354309381518861,0
18,6,KSA,desktop,0,update_mobile,0,4.903520683803501,0
281,3,HighRiskCountry,mobile,0,pay,0,3.612508685094566,0
223,13,KSA,mobile,1,view,0,4.712504442092161,0
54,2,KSA,mobile,1,update_mobile,0,3.310670931919928,0
58,23,KSA,mobile,1,update_mobile,0,2.589532583587225,0
174,4,KSA,mobile,0,renew_passport,0,2.7022716243187674,0
280,15,KSA,desktop,0,pay,0,2.5378895448045853,0
114,22,Unknown,desktop,0,update_mobile,0,5.009585967891194,1
288,19,KSA,mobile,1,update_mobile,0,2.4854264909414434,0
151,3,KSA,mobile,0,view,1,4.274038840649303,0
127,23,KSA,mobile,1,renew_passport,0,3.734075805927567,0
155,23,KSA,mobile,1,update_mobile,0,3.8973514265493683,0
273,1,KSA,mobile,1,view,0,5.363607295199699,0
104,17,HighRiskCountry,mobile,0,update_mobile,1,3.561572632784727,0
299,18,KSA,desktop,0,update_mobile,0,4.6116015615496835,0
246,18,KSA,mobile,1,update_mobile,0,4.037563351381111,0
176,16,KSA,mobile,0,view,0,3.8479810943673023,0
39,13,KSA,desktop,1,pay,0,6.2999691243864735,0
170,18,KSA,mobile,2,update_mobile,0,2.55865825428463,0
247,21,KSA,mobile,0,update_mobile,0,5.289131835437445,0
26,23,KSA,mobile,1,pay,0,4.656406565489972,0
13,12,KSA,mobile,0,update_mobile,0,3.520475005368216,0
36,11,KSA,desktop,0,renew_passport,0,5.629318517441612,0
173,5,Unknown,mobile,1,update_mobile,0,2.151889887611463,0
20,20,KSA,desktop,0,renew_passport,0,3.4782333427009284,0
264,3,KSA,mobile,0,pay,0,2.7915177957309236,0
142,18,KSA,mobile,0,view,0,4.41208346487146,0
143,15,KSA,desktop,1,pay,0,2.8869358988128226,0
92,12,KSA,mobile,1,update_mobile,0,4.433063946741319,0
288,3,KSA,mobile,0,renew_passport,0,3.813563584178446,0
215,22,KSA,mobile,1,view,0,3.5206460573439156,0
51,16,KSA,mobile,0,update_mobile,0,4.388647246033311,0
153,22,KSA,mobile,0,view,0,3.7313783760619357,0
186,0,KSA,mobile,0,view,1,2.9113651569409615,0
63,17,Unknown,mobile,0,update_mobile,0,6.801372989634979,0
190,19,KSA,mobile,1,pay,0,3.5128328169708554,0
125,16,KSA,desktop,1,update_mobile,0,1.7823909198479853,0
150,14,KSA,mobile,0,update_mobile,0,3.1579013102786115,0
58,10,KSA,desktop,0,pay,0,2.73272331162727,0
180,21,KSA,mobile,0,renew_passport,0,4.826145616040516,0
170,12,Unknown,mobile,0,update_mobile,1,4.321652659591586,0
271,0,Unknown,desktop,0,view,1,4.398712801790344,0
54,16,KSA,mobile,1,update_mobile,0,3.6299775341627556,0
101,5,HighRiskCountry,desktop,0,update_mobile,0,3.7206497529430784,0
264,3,HighRiskCountry,mobile,1,view,0,3.6290688963923317,0
53,19,Unknown,mobile,1,pay,0,3.91880681586453,0
60,15,Unknown,mobile,1,renew_passport,1,4.835333435364835,1
108,14,KSA,mobile,1,renew_passport,0,4.3360754125053464,0
5,14,KSA,desktop,1,view,0,4.500112829620867,0
103,5,KSA,mobile,0,pay,0,4.4995589082492025,0
196,14,KSA,desktop,0,update_mobile,0,4.884442437381738,0
262,13,HighRiskCountry,desktop,0,update_mobile,1,4.288150041540255,0
47,10,KSA,mobile,1,update_mobile,0,4.358848072678919,0
144,6,KSA,mobile,1,update_mobile,0,5.188806241193157,0
269,8,Unknown,desktop,1,update_mobile,0,3.334954081996888,0
124,15,Unknown,desktop,2,view,0,3.144257420048493,0
106,4,HighRiskCountry,mobile,1,update_mobile,0,2.814078400813144,0
158,19,KSA,mobile,0,update_mobile,0,4.182914563620256,0
147,9,KSA,mobile,0,pay,0,2.1462677587808767,0
145,17,KSA,mobile,0,update_mobile,0,4.4621540960596775,0
120,2,KSA,mobile,1,renew_passport,0,3.8908069054994474,0
275,12,KSA,desktop,0,view,0,5.134639699821057,0
92,10,KSA,mobile,0,view,0,3.3280826895350093,0
58,16,KSA,mobile,2,view,0,3.796681714582493,0
229,21,KSA,mobile,1,renew_passport,0,5.122203333293369,0
117,12,KSA,mobile,0,update_mobile,0,5.383135646778152,0
279,5,KSA,mobile,0,view,0,3.31984763424818,0
127,16,KSA,mobile,0,renew_passport,0,4.18178123258716,0
129,12,KSA,mobile,1,pay,0,4.294418977684048,0
58,18,KSA,mobile,1,update_mobile,0,4.373653405621148,0
122,20,KSA,mobile,0,renew_passport,0,3.737424340684378,0
1,18,KSA,desktop,0,update_mobile,0,5.281383398123635,0
239,9,KSA,mobile,2,pay,1,2.1102965163784546,0
290,2,Unknown,mobile,0,renew_passport,1,3.578869765198916,1
96,13,KSA,mobile,1,update_mobile,0,4.447930732772947,0
126,18,KSA,desktop,0,renew_passport,0,4.457224811949343,0
118,4,KSA,mobile,1,view,0,5.352759030614763,0
48,4,Unknown,mobile,1,update_mobile,0,5.198225393201287,0
89,19,KSA,desktop,0,renew_passport,0,3.7144583746927764,0
237,16,KSA,mobile,1,view,0,5.299871243530605,0
272,20,HighRiskCountry,mobile,1,pay,0,3.2859582562225453,0
189,9,KSA,mobile,1,update_mobile,0,4.930887382791838,0
192,4,KSA,mobile,0,update_mobile,0,5.810522478420993,0
69,3,KSA,mobile,0,pay,0,5.214944106854969,0
278,5,KSA,desktop,0,view,1,4.105770383524123,0
247,3,KSA,mobile,1,pay,0,3.668221228227878,0
76,6,KSA,desktop,0,update_mobile,0,2.471408703740714,0
154,6,HighRiskCountry,mobile,0,renew_passport,0,4.310539637914204,0
144,17,HighRiskCountry,desktop,0,view,0,2.884782772029081,0
86,2,KSA,mobile,2,view,0,3.206865336386063,0
185,0,KSA,mobile,1,view,0,2.8092541992633286,0
285,23,KSA,mobile,0,pay,0,3.5396076673433448,0
220,3,HighRiskCountry,desktop,1,pay,0,3.972030585513018,0
69,5,HighRiskCountry,mobile,1,renew_passport,0,4.273614581165705,0
47,8,KSA,mobile,0,renew_passport,1,3.3994933645860366,1
94,21,Unknown,mobile,2,view,0,5.069283706395183,0
238,13,KSA,mobile,0,renew_passport,1,3.791794742010034,1
204,11,KSA,mobile,0,pay,1,3.212277566734481,0
218,19,KSA,mobile,2,renew_passport,0,4.226292267243436,0
39,23,KSA,mobile,0,pay,0,5.963552833543816,0
100,3,KSA,mobile,1,renew_passport,0,4.335160566535118,0
289,20,KSA,mobile,0,update_mobile,1,3.637144372626393,0
254,23,KSA,mobile,0,pay,0,2.472538643881296,0
222,11,HighRiskCountry,desktop,0,update_mobile,0,3.7805876790279296,0
23,9,KSA,mobile,0,pay,0,4.234928125088116,0
250,21,KSA,mobile,0,renew_passport,0,3.61241910874443,0
10,6,KSA,mobile,0,update_mobile,0,2.3346153617590004,0
246,2,KSA,desktop,1,renew_passport,0,3.149434610496566,0
100,22,KSA,desktop,0,pay,0,5.454538460887758,0
290,13,KSA,desktop,0,update_mobile,0,5.434001003730461,0
180,23,KSA,mobile,0,view,0,3.113360830795402,0
223,9,KSA,mobile,0,renew_passport,0,4.672756787199422,0
250,15,KSA,mobile,0,pay,0,2.8214272152298263,0
147,15,KSA,mobile,0,update_mobile,0,5.404316281994952,0
96,21,KSA,mobile,2,renew_passport,0,4.245235847894237,0
257,9,KSA,desktop,1,update_mobile,1,4.949641498616534,0
4,12,KSA,desktop,0,renew_passport,0,2.284906652817461,0
16,5,Unknown,desktop,1,renew_passport,0,4.677637101924888,0
280,11,KSA,mobile,1,renew_passport,0,3.9923259363154964,0
247,8,KSA,mobile,0,update_mobile,0,4.851929070790843,0
258,12,KSA,mobile,0,update_mobile,0,4.91486779809785,0
160,3,KSA,mobile,0,renew_passport,0,4.065784689474749,0
152,23,KSA,desktop,1,view,0,3.399170360904085,0
178,10,Unknown,mobile,1,view,0,4.779696182179494,0
163,19,Unknown,mobile,1,view,0,3.9398455005948723,0
33,17,HighRiskCountry,mobile,1,pay,0,3.1272150464723576,0
179,10,KSA,mobile,0,view,0,3.0798477685423142,0
101,20,KSA,desktop,0,update_mobile,0,2.5228355836876184,0
268,3,KSA,mobile,2,view,0,3.4897088404369367,0
65,17,KSA,desktop,0,update_mobile,0,5.102692046074378,0
168,0,KSA,mobile,1,pay,0,4.177829799705434,0
43,6,KSA,mobile,1,update_mobile,0,3.4702322940769594,0
44,5,HighRiskCountry,desktop,0,update_mobile,0,4.804855938180079,0
285,14,KSA,mobile,1,update_mobile,0,3.167523378276611,0
12,17,KSA,desktop,0,view,0,4.0953502743327785,0
95,23,KSA,mobile,0,renew_passport,0,3.8203696272744847,0
253,10,KSA,mobile,1,update_mobile,0,4.779130625588352,0
242,19,KSA,mobile,1,view,0,2.4227716290804993,0
35,23,KSA,desktop,0,view,0,3.149802254185344,0
215,14,KSA,mobile,2,view,0,2.3617543409054664,0
90,15,KSA,desktop,1,renew_passport,0,3.74040327819073,0
264,6,Unknown,mobile,0,renew_passport,0,5.2114275036324305,0
93,20,Unknown,mobile,2,renew_passport,0,3.494552790346473,0
90,9,KSA,mobile,0,renew_passport,1,3.4893160618043493,1
115,11,KSA,mobile,0,pay,0,4.871724424184136,0
105,23,Unknown,mobile,0,renew_passport,0,5.0685495584553,1
196,13,Unknown,desktop,0,renew_passport,0,3.91142893273121,0
114,4,KSA,mobile,1,renew_passport,0,4.684714854049892,0
75,20,KSA,mobile,1,update_mobile,0,2.9230454591220534,0
217,17,KSA,mobile,0,update_mobile,1,5.377974333925414,0
277,4,Unknown,mobile,0,renew_passport,0,6.148706293937051,0
249,2,HighRiskCountry,mobile,0,pay,0,4.521215791188725,0
164,22,KSA,mobile,0,update_mobile,0,1.9156683786571995,0
192,4,Unknown,mobile,1,view,0,3.4417697376022156,0
